[06:56:44] 日志路径: D:\APP\Steam\APP\steamapps\workshop\content\3167020\3591672666\logs\mshookl_log_20251026_065644.txt
[06:56:44] 模组启动，开始初始化
[06:56:44] DLL路径: D:\APP\Steam\APP\steamapps\workshop\content\3167020\3591672666
[06:56:44] 父级目录: D:\APP\Steam\APP\steamapps\workshop\content\3167020
[06:56:44] 准备从 D:\APP\Steam\APP\steamapps\workshop\content\3167020\3591672666\configs\ItemIdMappings.json 加载ID映射
[06:56:44] 成功加载ID映射，共 339 个映射项
[06:56:44] 映射示例: 键 431692799 -> 值 95001
[06:56:44] 映射示例: 键 1644237146 -> 值 95002
[06:56:44] 映射示例: 键 1920135019 -> 值 95003
[06:56:44] 映射示例: 键 1287883106 -> 值 100101
[06:56:44] 映射示例: 键 1089661518 -> 值 100001
[06:56:44] ID映射加载完成，将在处理物品时动态管理已使用ID
[06:56:44] 从默认配置文件夹加载了 7 个有效的配置文件
[06:56:44] 从 3592106393 目录加载配置文件: 80000023_卡蒂尔腕表.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000024_鹿角墙饰.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000025_礼仪长剑.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000026_命运硬币.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000027_犀角墙饰.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000028_鸭科夫的显微镜.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000029_游牧者金壶.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000030_一生唯一钻戒.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000033_5090系黄金显卡.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000034_高级扩容.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000035_蛟龙蛋.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000036_金龙蛋.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000037_镭龙蛋.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000038_武装直升机模型.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000039_鸭科夫机密情报文件.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000040_鸭科夫军用无人机.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000041_生肖狗.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000042_生肖猴.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000043_生肖虎.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000044_生肖鸡.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000045_生肖龙.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000046_生肖马.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000047_生肖牛.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000048_生肖蛇.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000049_生肖鼠.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000050_生肖兔.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000051_生肖羊.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000052_生肖猪.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000053_绒OVO手办.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000054_绒OVO手办-纪念版.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000055_绒OVO手办-典藏版.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000056_旧时代风光1.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000057_旧时代风光2.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000058_旧时代风光3.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000059_旧时代风光4.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000060_旧时代风光5.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000061_旧时代风光6.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000062_旧时代风光7.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000063_旧时代风光8.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000064_十二符咒-兔.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000065_十二符咒-马.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000066_十二符咒-狗.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000067_十二符咒-龙.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000068_十二符咒-鸡 .json
[06:56:44] 从 3592106393 目录加载配置文件: 80000069_十二符咒-猪.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000070_十二符咒-鼠.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000071_十二符咒-蛇.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000072_十二符咒-虎.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000073_十二符咒-羊.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000074_十二符咒-猴.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000075_十二符咒-牛.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000076_雷斯手办.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000077_雷斯手办-纪念版.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000078_雷斯手办-典藏版.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000079_赛伊德手办.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000079_赛伊德纪念手办.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000080_赛伊德手办-纪念版.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000081_赛伊德手办-典藏版.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000082_德穆兰手办.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000083_德穆兰手办-纪念版.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000084_德穆兰手办- 典藏版.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000085_渡鸦手办.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000086_渡鸦手办-纪念版.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000087_渡鸦手办-典藏版.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000088_典狱长手办.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000089_典狱长手办-纪念版.json
[06:56:44] 从 3592106393 目录加载配置文件: 80000090_典狱长手办- 典藏版.json
[06:56:44] 从 3592149083 目录加载配置文件: 80001_QueenEugeniesCrown.json
[06:56:44] 从 3592149083 目录加载配置文件: 80002_QueenEugeniespearlcrown.json
[06:56:44] 从 3592149083 目录加载配置文件: 80003_tasselbrooch.json
[06:56:44] 从 3592149083 目录加载配置文件: 80004_EmpressEugenie.json
[06:56:44] 从 3592149083 目录加载配置文件: 80005_Queen Marie.json
[06:56:44] 从 3592149083 目录加载配置文件: 80006_sapphirenecklace.json
[06:56:44] 从 3592149083 目录加载配置文件: 80007_Sapphireearrings.json
[06:56:44] 从 3592149083 目录加载配置文件: 80008_emeraldnecklace.json
[06:56:44] 从 3592149083 目录加载配置文件: 80009_Emeraldearrings.json
[06:56:44] 从 3592322578 目录加载配置文件: 80010_Nina.json
[06:56:44] 从 3592322578 目录加载配置文件: 80011_Mmk.json
[06:56:44] 从 3592322578 目录加载配置文件: 80012_486.json
[06:56:44] 从 3592322578 目录加载配置文件: 80013_Rupa.json
[06:56:44] 从 3592322578 目录加载配置文件: 80014_Tomo.json
[06:56:44] 从 3592322578 目录加载配置文件: 80015_Zduanhe.json
[06:56:44] 从 3592429039 目录加载配置文件: 9166610_xgzp.json
[06:56:44] 从 3592429039 目录加载配置文件: 9166611_xgtp.json
[06:56:44] 从 3592429039 目录加载配置文件: 9166612_xingsheng.json
[06:56:44] 从 3592429039 目录加载配置文件: 9166614_yuexiang.json
[06:56:44] 从 3592429039 目录加载配置文件: 9166615_hui.json
[06:56:44] 从 3592429039 目录加载配置文件: 9166616_hua.json
[06:56:44] 从 3592429039 目录加载配置文件: 9166617_黑卡.json
[06:56:44] 从 3592429039 目录加载配置文件: 9166618_雨滴1.json
[06:56:44] 从 3592429039 目录加载配置文件: 9166619_雨滴2.json
[06:56:44] 从 3592429039 目录加载配置文件: 916661_yuanshen.json
[06:56:44] 从 3592429039 目录加载配置文件: 9166620_数据金.json
[06:56:44] 从 3592429039 目录加载配置文件: 9166621_自选.json
[06:56:44] 从 3592429039 目录加载配置文件: 9166622_蓝钻石.json
[06:56:44] 从 3592429039 目录加载配置文件: 9166623_魔方？.json
[06:56:44] 从 3592429039 目录加载配置文件: 9166624_hongka.json
[06:56:44] 从 3592429039 目录加载配置文件: 9166625_菲林.json
[06:56:44] 从 3592429039 目录加载配置文件: 9166626_sp菲林本.json
[06:56:44] 从 3592429039 目录加载配置文件: 9166627_qhs.json
[06:56:44] 从 3592429039 目录加载配置文件: 9166628_红钻石.json
[06:56:44] 从 3592429039 目录加载配置文件: 9166629_水晶.json
[06:56:44] 从 3592429039 目录加载配置文件: 916662_lmb.json
[06:56:44] 从 3592429039 目录加载配置文件: 9166630_魔方！！.json
[06:56:44] 从 3592429039 目录加载配置文件: 9166631_fgo.json
[06:56:44] 从 3592429039 目录加载配置文件: 9166632_bs.json
[06:56:44] 从 3592429039 目录加载配置文件: 916663_zcys.json
[06:56:44] 从 3592429039 目录加载配置文件: 916664_hcy.json
[06:56:44] 从 3592429039 目录加载配置文件: 916665_寻访凭证.json
[06:56:44] 从 3592429039 目录加载配置文件: 916666_十连寻访凭证.json
[06:56:44] 从 3592429039 目录加载配置文件: 916667_xingqiong.json
[06:56:44] 从 3592429039 目录加载配置文件: 916668_古老梦华.json
[06:56:44] 从 3592429039 目录加载配置文件: 916669_csjj.json
[06:56:44] 从 3592604788 目录加载配置文件: 80022_boqi.json
[06:56:44] 从 3592604788 目录加载配置文件: 80023_hongxia.json
[06:56:44] 从 3592604788 目录加载配置文件: 80024_liang.json
[06:56:44] 从 3592604788 目录加载配置文件: 80025_xiduo.json
[06:56:44] 从 3592604788 目录加载配置文件: 80026_taozugudu.json
[06:56:44] 从 3592610575 目录加载配置文件: 81100_xianger.json
[06:56:44] 从 3592610575 目录加载配置文件: 81101_jigang.json
[06:56:44] 从 3592610575 目录加载配置文件: 81102_daping.json
[06:56:44] 从 3592610575 目录加载配置文件: 81103_yonggu.json
[06:56:44] 从 3592610575 目录加载配置文件: 81104_lvyou.json
[06:56:44] 从 3592610575 目录加载配置文件: 81105_hongyou.json
[06:56:44] 从 3592610575 目录加载配置文件: 81106_tianqiu.json
[06:56:44] 从 3592610575 目录加载配置文件: 81107_qinghua.json
[06:56:44] 从 3592610575 目录加载配置文件: 81108_qingyu.json
[06:56:44] 从 3592610575 目录加载配置文件: 81109_ dayu.json
[06:56:44] 从 3592610575 目录加载配置文件: 81110_ wucai.json
[06:56:44] 从 3592610575 目录加载配置文件: 81111_fangzun.json
[06:56:44] 从 3592610575 目录加载配置文件: 81112_qidiao.json
[06:56:44] 从 3592610575 目录加载配置文件: 81113_helian.json
[06:56:44] 从 3592610575 目录加载配置文件: 81114_yuewang.json
[06:56:44] 从 3592610575 目录加载配置文件: 81115_simu.json
[06:56:44] 从 3592610575 目录加载配置文件: 81116_changxin.json
[06:56:44] 从 3592610575 目录加载配置文件: 81117_siyang.json
[06:56:44] 从 3592610575 目录加载配置文件: 81118_dasheng.json
[06:56:44] 从 3592610575 目录加载配置文件: 81200_qingming.json
[06:56:44] 从 3592610575 目录加载配置文件: 81201_fuchun.json
[06:56:44] 从 3592610575 目录加载配置文件: 81202_bunian.json
[06:56:44] 从 3592610575 目录加载配置文件: 81203_luoshen.json
[06:56:44] 从 3592610575 目录加载配置文件: 81204_pingfu.json
[06:56:44] 从 3592610575 目录加载配置文件: 81205_qianli.json
[06:56:44] 从 3592610575 目录加载配置文件: 81206_yeyan.json
[06:56:44] 从 3592610575 目录加载配置文件: 81207_wuniu.json
[06:56:44] 从 3592610575 目录加载配置文件: 81208_shangyang.json
[06:56:44] 从 3592610575 目录加载配置文件: 81209_boyuan.json
[06:56:44] 从 3592610575 目录加载配置文件: 81210_lanting.json
[06:56:44] 从 3592610575 目录加载配置文件: 81211_mawang.json
[06:56:44] 从 3592610575 目录加载配置文件: 81212_kuaixue.json
[06:56:44] 从 3592610575 目录加载配置文件: 81213_zhongqiu.json
[06:56:44] 从 3592610575 目录加载配置文件: 81214_jizhi.json
[06:56:44] 从 3592610575 目录加载配置文件: 81215_huagzhou.json
[06:56:44] 从 3592610575 目录加载配置文件: 81216_gushi.json
[06:56:44] 从 3592610575 目录加载配置文件: 81217_jiuhua.json
[06:56:44] 从 3592610575 目录加载配置文件: 81218_hanlin.json
[06:56:44] 从 3592610575 目录加载配置文件: 81300_lanting2.json
[06:56:44] 从 3592610575 目录加载配置文件: 81301_boyuan2.json
[06:56:44] 从 3592610575 目录加载配置文件: 81302_huangzhou2.json
[06:56:44] 从 3592610575 目录加载配置文件: 81303_zhongqiu2.json
[06:56:44] 从 3592610575 目录加载配置文件: 81304_kuaixue2.json
[06:56:44] 从 3592610575 目录加载配置文件: 81305_jizhi2.json
[06:56:44] 跳过无效或重复的配置文件: ItemIdMappings.json
[06:56:44] 从 3592629047 目录加载配置文件: 195057_阵列服务器.json
[06:56:44] 从 3592629047 目录加载配置文件: 195065_大型电台.json
[06:56:44] 从 3592629047 目录加载配置文件: 195077_移动电缆.json
[06:56:44] 从 3592629047 目录加载配置文件: 195083_本地特色首饰.json
[06:56:44] 从 3592629047 目录加载配置文件: 195087_燃料电池.json
[06:56:44] 从 3592629047 目录加载配置文件: 195089_盒装挂耳咖啡.json
[06:56:44] 从 3592629047 目录加载配置文件: 195099_镜头.json
[06:56:44] 从 3592629047 目录加载配置文件: 195103_军用卫星通讯仪.json
[06:56:44] 从 3592629047 目录加载配置文件: 195107_赛伊德的手弩.json
[06:56:44] 从 3592629047 目录加载配置文件: 195113_脑机relink医疗报告.json
[06:56:44] 从 3592629047 目录加载配置文件: 195117_座钟.json
[06:56:44] 从 3592629047 目录加载配置文件: 195125_军用地图匣.json
[06:56:44] 从 3592629047 目录加载配置文件: 195127_可编程处理器.json
[06:56:44] 从 3592629047 目录加载配置文件: 195151_高性能燃油.json
[06:56:44] 从 3592629047 目录加载配置文件: 195153_珠宝头冠.json
[06:56:44] 从 3592629047 目录加载配置文件: 195155_单反相机.json
[06:56:44] 从 3592629047 目录加载配置文件: 195159_军用炸药.json
[06:56:44] 从 3592629047 目录加载配置文件: 195161_心灵感应魔方.json
[06:56:44] 从 3592629047 目录加载配置文件: 195165_军用望远镜.json
[06:56:44] 从 3592629047 目录加载配置文件: 195167_紫外线灯.json
[06:56:44] 从 3592629047 目录加载配置文件: 195169_军用弹道计算机.json
[06:56:44] 从 3592629047 目录加载配置文件: 195171_荷美尔陶俑.json
[06:56:44] 从 3592629047 目录加载配置文件: 195173_金枝桂冠.json
[06:56:44] 从 3592629047 目录加载配置文件: 195177_卫星电话.json
[06:56:44] 从 3592629047 目录加载配置文件: 195179_格赫罗斯的审判.json
[06:56:44] 从 3592629047 目录加载配置文件: 195181_雷斯的乐谱本.json
[06:56:44] 从 3592629047 目录加载配置文件: 195183_功绩勋章.json
[06:56:44] 从 3592629047 目录加载配置文件: 195185_蓝宝石龙舌兰.json
[06:56:44] 从 3592629047 目录加载配置文件: 195187_卫队金扳指.json
[06:56:44] 从 3592629047 目录加载配置文件: 195189_静脉定位器.json
[06:56:44] 从 3592629047 目录加载配置文件: 195191_潮汐监狱地图3.json
[06:56:44] 从 3592629047 目录加载配置文件: 195193_心脏支架.json
[06:56:44] 从 3592629047 目录加载配置文件: 195197_高速固态硬盘.json
[06:56:44] 从 3592629047 目录加载配置文件: 195201_优秀雇员奖杯.json
[06:56:44] 从 3592629047 目录加载配置文件: 195205_数码相机.json
[06:56:44] 从 3592629047 目录加载配置文件: 195207_咖啡.json
[06:56:44] 从 3592629047 目录加载配置文件: 195209_固体燃料.json
[06:56:44] 从 3592629047 目录加载配置文件: 195211_资料设计图纸.json
[06:56:44] 从 3592629047 目录加载配置文件: 195213_陆军万用表.json
[06:56:44] 从 3592629047 目录加载配置文件: 195215_渡鸦项坠.json
[06:56:44] 从 3592629047 目录加载配置文件: 195217_CPU.json
[06:56:44] 从 3592629047 目录加载配置文件: 195219_阿萨拉特色酒杯.json
[06:56:44] 从 3592629047 目录加载配置文件: 195221_血氧仪.json
[06:56:44] 从 3592629047 目录加载配置文件: 195223_金笔.json
[06:56:44] 从 3592629047 目录加载配置文件: 195225_纯金打火机.json
[06:56:44] 从 3592629047 目录加载配置文件: 195227_手机.json
[06:56:44] 从 3592629047 目录加载配置文件: 195233_军用网络模块.json
[06:56:44] 从 3592629047 目录加载配置文件: 195235_脑机控制端子.json
[06:56:44] 从 3592629047 目录加载配置文件: 195237_营养粥罐头.json
[06:56:44] 从 3592629047 目录加载配置文件: 195239_发条八音盒.json
[06:56:44] 从 3592629047 目录加载配置文件: 195241_海鲜粥罐头.json
[06:56:44] 从 3592629047 目录加载配置文件: 195243_体内除颤器.json
[06:56:44] 从 3592629047 目录加载配置文件: 195245_亮闪闪的海盗金币.json
[06:56:44] 从 3592629047 目录加载配置文件: 195249_藏秘筒.json
[06:56:44] 从 3592629047 目录加载配置文件: 195251_三角蚌小珍珠.json
[06:56:44] 从 3592629047 目录加载配置文件: 195253_E型滤毒罐.json
[06:56:44] 从 3592629047 目录加载配置文件: 195269_明日方舟OST1.json
[06:56:44] 从 3592629169 目录加载配置文件: 195001_海洋之泪.json
[06:56:44] 从 3592629169 目录加载配置文件: 195002_浮力补偿设备.json
[06:56:44] 从 3592629169 目录加载配置文件: 195003_奥莉薇娅香槟.json
[06:56:44] 从 3592629169 目录加载配置文件: 195004_G.T.I卫星通信天线.json
[06:56:44] 从 3592629169 目录加载配置文件: 195005_万金泪冠.json
[06:56:44] 从 3592629169 目录加载配置文件: 195006_吴彦祖之镜.json
[06:56:44] 从 3592629169 目录加载配置文件: 195007_复苏呼吸机.json
[06:56:44] 从 3592629169 目录加载配置文件: 195008_黄金鸟窝.json
[06:56:44] 从 3592629169 目录加载配置文件: 195009_非洲之星.json
[06:56:44] 从 3592629169 目录加载配置文件: 195010_高级咖啡豆.json
[06:56:44] 从 3592629169 目录加载配置文件: 195011_装甲车电池.json
[06:56:44] 从 3592629169 目录加载配置文件: 195012_乙巳玄武.json
[06:56:44] 从 3592629169 目录加载配置文件: 195013_微型反应炉.json
[06:56:44] 从 3592629169 目录加载配置文件: 195014_“雷明顿”打字机.json
[06:56:44] 从 3592629169 目录加载配置文件: 195015_ECMO.json
[06:56:44] 从 3592629169 目录加载配置文件: 195017_纵横.json
[06:56:44] 从 3592629169 目录加载配置文件: 195019_笔记本电脑.json
[06:56:44] 从 3592629169 目录加载配置文件: 195021_高速磁盘阵列.json
[06:56:44] 从 3592629169 目录加载配置文件: 195023_飞行记录仪.json
[06:56:44] 从 3592629169 目录加载配置文件: 195025_便携军用雷达.json
[06:56:44] 从 3592629169 目录加载配置文件: 195027_主战坦克模型.json
[06:56:44] 从 3592629169 目录加载配置文件: 195029_印象派名画.json
[06:56:44] 从 3592629169 目录加载配置文件: 195031_绝密服务器.json
[06:56:44] 从 3592629169 目录加载配置文件: 195033_扫拖一体机器人.json
[06:56:44] 从 3592629169 目录加载配置文件: 195035_曼德尔超算单元.json
[06:56:44] 从 3592629169 目录加载配置文件: 195037_强化碳纤维板.json
[06:56:44] 从 3592629169 目录加载配置文件: 195039_动力电池组.json
[06:56:44] 从 3592629169 目录加载配置文件: 195041_强力吸尘器.json
[06:56:44] 从 3592629169 目录加载配置文件: 195043_军用炮弹.json
[06:56:44] 从 3592629169 目录加载配置文件: 195045_云储存阵列.json
[06:56:44] 从 3592629169 目录加载配置文件: 195047_刀片服务器.json
[06:56:44] 从 3592629169 目录加载配置文件: 195049_医疗机器人.json
[06:56:44] 从 3592629169 目录加载配置文件: 195051_克劳迪乌斯半身像.json
[06:56:44] 从 3592629169 目录加载配置文件: 195053_步战车模型.json
[06:56:44] 从 3592629169 目录加载配置文件: 195055_雷斯的留声机.json
[06:56:44] 从 3592629169 目录加载配置文件: 195059_自动体外除颤器.json
[06:56:44] 从 3592629169 目录加载配置文件: 195061_军用电台.json
[06:56:44] 从 3592629169 目录加载配置文件: 195063_军用信息终端.json
[06:56:44] 从 3592629169 目录加载配置文件: 195067_滑膛枪展品.json
[06:56:44] 从 3592629169 目录加载配置文件: 195069_摄影机.json
[06:56:44] 从 3592629169 目录加载配置文件: 195071_军用无人机.json
[06:56:44] 从 3592629169 目录加载配置文件: 195073_已封存音源.json
[06:56:44] 从 3592629169 目录加载配置文件: 195075_天圆地方.json
[06:56:44] 从 3592629169 目录加载配置文件: 195079_呼吸机.json
[06:56:44] 从 3592629169 目录加载配置文件: 195081_黄金瞪羚.json
[06:56:44] 从 3592629169 目录加载配置文件: 195085_军用控制终端.json
[06:56:44] 从 3592629169 目录加载配置文件: 195091_棘龙爪化石.json
[06:56:44] 从 3592629169 目录加载配置文件: 195093_显卡.json
[06:56:44] 从 3592629169 目录加载配置文件: 195095_万足金条.json
[06:56:44] 从 3592629169 目录加载配置文件: 195097_潮汐监狱地图4.json
[06:56:44] 从 3592629169 目录加载配置文件: 195101_量子储存.json
[06:56:44] 从 3592629169 目录加载配置文件: 195105_电子脚镣.json
[06:56:44] 从 3592629169 目录加载配置文件: 195109_实验数据.json
[06:56:44] 从 3592629169 目录加载配置文件: 195111_赛伊德的怀表.json
[06:56:44] 从 3592629169 目录加载配置文件: 195115_名贵机械表.json
[06:56:44] 从 3592629169 目录加载配置文件: 195119_定位接受器.json
[06:56:44] 从 3592629169 目录加载配置文件: 195121_Alpha脑机实验数据渡鸦.json
[06:56:44] 从 3592629169 目录加载配置文件: 195123_钻石鱼子酱.json
[06:56:44] 从 3592629169 目录加载配置文件: 195129_手办阿米娅近卫.json
[06:56:45] 从 3592629169 目录加载配置文件: 195131_火箭燃料.json
[06:56:45] 从 3592629169 目录加载配置文件: 195135_至纯源石.json
[06:56:45] 从 3592629169 目录加载配置文件: 195137_炫彩麦小蛋.json
[06:56:45] 从 3592629169 目录加载配置文件: 195139_手办阿米娅.json
[06:56:45] 从 3592629169 目录加载配置文件: 195141_麦小蛋.json
[06:56:45] 从 3592629169 目录加载配置文件: 195143_克小圈.json
[06:56:45] 从 3592629169 目录加载配置文件: 195145_炫彩克小圈.json
[06:56:45] 从 3592629169 目录加载配置文件: 195147_兰小登.json
[06:56:45] 从 3592629169 目录加载配置文件: 195149_炫彩兰小登.json
[06:56:45] 从 3592629169 目录加载配置文件: 195271_源石碎片.json
[06:56:45] 从 3592773887 目录加载配置文件: 80027_mujicagongyan.json
[06:56:45] 从 3592773887 目录加载配置文件: 80028_Saki.json
[06:56:45] 从 3592773887 目录加载配置文件: 80029_Mutsumi.json
[06:56:45] 从 3592773887 目录加载配置文件: 80030_Misumi.json
[06:56:45] 从 3592773887 目录加载配置文件: 80031_Yahata.json
[06:56:45] 从 3592773887 目录加载配置文件: 80032_Nyamu.json
[06:56:45] 从 3593220578 目录加载配置文件: 13001_希罗.json
[06:56:45] 从 3593220578 目录加载配置文件: 13002_艾玛.json
[06:56:45] 从 3593220578 目录加载配置文件: 13003_亚里沙.json
[06:56:45] 从 3593220578 目录加载配置文件: 13004_安安.json
[06:56:45] 从 3593220578 目录加载配置文件: 13005_露露.json
[06:56:45] 从 3593220578 目录加载配置文件: 13006_诺亚.json
[06:56:45] 从 3593220578 目录加载配置文件: 13007_奈叶香.json
[06:56:45] 从 3593220578 目录加载配置文件: 13008_雪莉.json
[06:56:45] 从 3593220578 目录加载配置文件: 13009_可可.json
[06:56:45] 从 3593220578 目录加载配置文件: 13010_蕾雅.json
[06:56:45] 从 3593220578 目录加载配置文件: 13011_玛格.json
[06:56:45] 从 3593220578 目录加载配置文件: 13012_汉娜.json
[06:56:45] 从 3593220578 目录加载配置文件: 13013_米莉亚.json
[06:56:45] 从 3593220578 目录加载配置文件: 13666_雪.json
[06:56:45] 跳过无效或重复的配置文件: ItemIdMappings.json
[06:56:45] 从其他目录加载了 331 个额外的配置文件
[06:56:45] 总共收集到 338 个唯一的有效配置文件
[06:56:45] 配置文件 95001_OceanTear.json 中设置的NewItemId: 95001
[06:56:45] 正在处理配置: 95001_OceanTear.json 中的物品 海洋之泪
[06:56:45] 开始处理物品: 海洋之泪，原始ID: 1253，配置的新ID: 95001
[06:56:45] 为物品 海洋之泪 生成的唯一键: 431692799
[06:56:45] 为物品 海洋之泪 使用已保存的ID: 95001
[06:56:45] 将ID 95001 添加到已使用列表
[06:56:45] 物品 海洋之泪 的所有标签: Luxury, Gem
[06:56:45] 为物品 海洋之泪 添加FoodDrink组件
[06:56:45] 物品 海洋之泪 能量值: 0, 口渴值: 0
[06:56:45] 正在为 CustomItem_95001 配置 Modifiers...
[06:56:45]   - Modifier 'Damage' 值已修改: 0.1 -> 1
[06:56:45]   - Modifier 'CritDamageFactor' 值已修改: 0.1 -> 1
[06:56:45]   - Modifier 'BleedChance' 值已修改: 1 -> 10
[06:56:45] CustomItem_95001: 共修改/移除了 3 个现有 Modifier。
